# These forecast values were fake created '2016-02-06' to compare the forecast values to actual sales values for the rest of 2016
item_id	demand_element_id	demand_date	value
2648	1	2016-11-13	13.8757
2648	1	2016-11-14	13.8757
2648	1	2016-11-15	13.8757
2648	1	2016-11-16	0.0000
2648	1	2016-11-17	0.0000
2648	1	2016-11-18	13.8757
2648	1	2016-11-19	13.8757
2648	1	2016-11-20	13.8757
2648	1	2016-11-21	13.8757
2648	1	2016-11-22	13.8757
2648	1	2016-11-23	0.0000
2648	1	2016-11-24	0.0000
2648	1	2016-11-25	13.8757
2648	1	2016-11-26	13.8757
2648	1	2016-11-27	13.8757
2648	1	2016-11-28	13.8757
2648	1	2016-11-29	13.8757
2648	1	2016-11-30	0.0000
2648	1	2016-12-01	0.0000
2648	1	2016-12-02	13.8757
2648	1	2016-12-03	13.8757
2648	1	2016-12-04	13.8757
2648	1	2016-12-05	13.8757
2648	1	2016-12-06	16.9579
2648	1	2016-12-07	0.0000
2648	1	2016-12-08	0.0000
2648	1	2016-12-09	16.9579
2648	1	2016-12-10	16.9579
2648	1	2016-12-11	16.9579
2648	1	2016-12-12	16.9579
2648	1	2016-12-13	16.9579
2648	1	2016-12-14	0.0000
2648	1	2016-12-15	0.0000
2648	1	2016-12-16	16.9579
2648	1	2016-12-17	16.9579
2648	1	2016-12-18	16.9579
2648	1	2016-12-19	16.9579
2648	1	2016-12-20	16.9579
2648	1	2016-12-21	0.0000
2648	1	2016-12-22	0.0000
2648	1	2016-12-23	16.9579
2648	1	2016-12-24	16.9579
2648	1	2016-12-25	16.9579
2648	1	2016-12-26	16.9579
2648	1	2016-12-27	16.9579
2648	1	2016-12-28	0.0000
2648	1	2016-12-29	0.0000
2648	1	2016-12-30	16.9579
2648	1	2016-12-31	16.9579
2648	1	2017-01-01	16.9579
2648	1	2017-01-02	16.9579
2648	1	2017-01-03	16.9579
2648	1	2017-01-04	0.0000
2648	1	2017-01-05	0.0000
2648	1	2017-01-06	16.3694
2648	1	2017-01-07	16.3694
2648	1	2017-01-08	16.3694
2648	1	2017-01-09	16.3694
2648	1	2017-01-10	16.3694
2648	1	2017-01-11	0.0000
2648	1	2017-01-12	0.0000
2648	1	2017-01-13	16.3694
2648	1	2017-01-14	16.3694
2648	1	2017-01-15	16.3694
2648	1	2017-01-16	16.3694
2648	1	2017-01-17	16.3694
2648	1	2017-01-18	0.0000
2648	1	2017-01-19	0.0000
2648	1	2017-01-20	16.3694
2648	1	2017-01-21	16.3694
2648	1	2017-01-22	16.3694
2648	1	2017-01-23	16.3694
2648	1	2017-01-24	16.3694
2648	1	2017-01-25	0.0000
2648	1	2017-01-26	0.0000
2648	1	2017-01-27	16.3694
2648	1	2017-01-28	16.3694
2648	1	2017-01-29	16.3694
2648	1	2017-01-30	16.3694
2648	1	2017-01-31	16.3694
2648	1	2017-02-01	0.0000
2648	1	2017-02-02	0.0000
2648	1	2017-02-03	16.3694
2648	1	2017-02-04	16.3694
2648	1	2017-02-05	16.3694
2648	1	2017-02-06	16.9191
2648	1	2017-02-07	16.9191
2648	1	2017-02-08	0.0000
2648	1	2017-02-09	0.0000
2648	1	2017-02-10	16.9191
2648	1	2017-02-11	16.9191
2648	1	2017-02-12	16.9191
2648	1	2017-02-13	16.9191
2648	1	2017-02-14	16.9191
2648	1	2017-02-15	0.0000
2648	1	2017-02-16	0.0000
2648	1	2017-02-17	16.9191
2648	1	2017-02-18	16.9191
2648	1	2017-02-19	16.9191
2648	1	2017-02-20	16.9191
2648	1	2017-02-21	16.9191
2648	1	2017-02-22	0.0000
2648	1	2017-02-23	0.0000
2648	1	2017-02-24	16.9191
2648	1	2017-02-25	16.9191
2648	1	2017-02-26	16.9191
2648	1	2017-02-27	16.9191
2648	1	2017-02-28	16.9191
2648	1	2017-03-01	0.0000
2648	1	2017-03-02	0.0000
2648	1	2017-03-03	16.9191
2648	1	2017-03-04	16.9191
2648	1	2017-03-05	16.9191
2832	1	2016-02-07	14.6116
2832	1	2016-02-08	14.6116
2832	1	2016-02-09	14.6116
2832	1	2016-02-10	0.0000
2832	1	2016-02-11	0.0000
2832	1	2016-02-12	14.6116
2832	1	2016-02-13	14.6116
2832	1	2016-02-14	14.6116
2832	1	2016-02-15	14.6116
2832	1	2016-02-16	14.6116
2832	1	2016-02-17	0.0000
2832	1	2016-02-18	0.0000
2832	1	2016-02-19	14.6116
2832	1	2016-02-20	14.6116
2832	1	2016-02-21	14.6116
2832	1	2016-02-22	14.6116
2832	1	2016-02-23	14.6116
2832	1	2016-02-24	0.0000
2832	1	2016-02-25	0.0000
2832	1	2016-02-26	14.6116
2832	1	2016-02-27	14.6116
2832	1	2016-02-28	14.6116
2832	1	2016-02-29	14.6116
2832	1	2016-03-01	14.6116
2832	1	2016-03-02	0.0000
2832	1	2016-03-03	0.0000
2832	1	2016-03-04	14.6116
2832	1	2016-03-05	14.6116
2832	1	2016-03-06	13.4510
2832	1	2016-03-07	13.4510
2832	1	2016-03-08	13.4510
2832	1	2016-03-09	0.0000
2832	1	2016-03-10	0.0000
2832	1	2016-03-11	13.4510
2832	1	2016-03-12	13.4510
2832	1	2016-03-13	13.4510
2832	1	2016-03-14	13.4510
2832	1	2016-03-15	13.4510
2832	1	2016-03-16	0.0000
2832	1	2016-03-17	0.0000
2832	1	2016-03-18	13.4510
2832	1	2016-03-19	13.4510
2832	1	2016-03-20	13.4510
2832	1	2016-03-21	13.4510
2832	1	2016-03-22	13.4510
2832	1	2016-03-23	0.0000
2832	1	2016-03-24	0.0000
2832	1	2016-03-25	13.4510
2832	1	2016-03-26	13.4510
2832	1	2016-03-27	13.4510
2832	1	2016-03-28	13.4510
2832	1	2016-03-29	13.4510
2832	1	2016-03-30	0.0000
2832	1	2016-03-31	0.0000
2832	1	2016-04-01	13.4510
2832	1	2016-04-02	13.4510
2832	1	2016-04-03	13.4510
2832	1	2016-04-04	13.4510
2832	1	2016-04-05	13.4510
2832	1	2016-04-06	0.0000
2832	1	2016-04-07	0.0000
2832	1	2016-04-08	19.1956
2832	1	2016-04-09	19.1956
2832	1	2016-04-10	19.1956
2832	1	2016-04-11	19.1956
2832	1	2016-04-12	19.1956
2832	1	2016-04-13	0.0000
2832	1	2016-04-14	0.0000
2832	1	2016-04-15	19.1956
2832	1	2016-04-16	19.1956
2832	1	2016-04-17	19.1956
2832	1	2016-04-18	19.1956
2832	1	2016-04-19	19.1956
2832	1	2016-04-20	0.0000
2832	1	2016-04-21	0.0000
2832	1	2016-04-22	19.1956
2832	1	2016-04-23	19.1956
2832	1	2016-04-24	19.1956
2832	1	2016-04-25	19.1956
2832	1	2016-04-26	19.1956
2832	1	2016-04-27	0.0000
2832	1	2016-04-28	0.0000
2832	1	2016-04-29	19.1956
2832	1	2016-04-30	19.1956
2832	1	2016-05-01	19.1956
2832	1	2016-05-02	19.1956
2832	1	2016-05-03	19.1956
2832	1	2016-05-04	0.0000
2832	1	2016-05-05	0.0000
2832	1	2016-05-06	14.0157
2832	1	2016-05-07	14.0157
2832	1	2016-05-08	14.0157
2832	1	2016-05-09	14.0157
2832	1	2016-05-10	14.0157
2832	1	2016-05-11	0.0000
2832	1	2016-05-12	0.0000
2832	1	2016-05-13	14.0157
2832	1	2016-05-14	14.0157
2832	1	2016-05-15	14.0157
2832	1	2016-05-16	14.0157
2832	1	2016-05-17	14.0157
2832	1	2016-05-18	0.0000
2832	1	2016-05-19	0.0000
2832	1	2016-05-20	14.0157
2832	1	2016-05-21	14.0157
2832	1	2016-05-22	14.0157
2832	1	2016-05-23	14.0157
2832	1	2016-05-24	14.0157
2832	1	2016-05-25	0.0000
2832	1	2016-05-26	0.0000
2832	1	2016-05-27	14.0157
2832	1	2016-05-28	14.0157
2832	1	2016-05-29	14.0157
2832	1	2016-05-30	14.0157
2832	1	2016-05-31	14.0157
2832	1	2016-06-01	0.0000
2832	1	2016-06-02	0.0000
2832	1	2016-06-03	14.0157
2832	1	2016-06-04	14.0157
2832	1	2016-06-05	14.0157
2832	1	2016-06-06	15.5724
2832	1	2016-06-07	15.5724
2832	1	2016-06-08	0.0000
2832	1	2016-06-09	0.0000
2832	1	2016-06-10	15.5724
2832	1	2016-06-11	15.5724
2832	1	2016-06-12	15.5724
2832	1	2016-06-13	15.5724
2832	1	2016-06-14	15.5724
2832	1	2016-06-15	0.0000
2832	1	2016-06-16	0.0000
2832	1	2016-06-17	15.5724
2832	1	2016-06-18	15.5724
2832	1	2016-06-19	15.5724
2832	1	2016-06-20	15.5724
2832	1	2016-06-21	15.5724
2832	1	2016-06-22	0.0000
2832	1	2016-06-23	0.0000
2832	1	2016-06-24	15.5724
2832	1	2016-06-25	15.5724
2832	1	2016-06-26	15.5724
2832	1	2016-06-27	15.5724
2832	1	2016-06-28	15.5724
2832	1	2016-06-29	0.0000
2832	1	2016-06-30	0.0000
2832	1	2016-07-01	15.5724
2832	1	2016-07-02	15.5724
2832	1	2016-07-03	15.5724
2832	1	2016-07-04	15.5724
2832	1	2016-07-05	15.5724
2832	1	2016-07-06	0.0000
2832	1	2016-07-07	0.0000
2832	1	2016-07-08	16.1759
2832	1	2016-07-09	16.1759
2832	1	2016-07-10	16.1759
2832	1	2016-07-11	16.1759
2832	1	2016-07-12	16.1759
2832	1	2016-07-13	0.0000
2832	1	2016-07-14	0.0000
2832	1	2016-07-15	16.1759
2832	1	2016-07-16	16.1759
2832	1	2016-07-17	16.1759
2832	1	2016-07-18	16.1759
2832	1	2016-07-19	16.1759
2832	1	2016-07-20	0.0000
2832	1	2016-07-21	0.0000
2832	1	2016-07-22	16.1759
2832	1	2016-07-23	16.1759
2832	1	2016-07-24	16.1759
2832	1	2016-07-25	16.1759
2832	1	2016-07-26	16.1759
2832	1	2016-07-27	0.0000
2832	1	2016-07-28	0.0000
2832	1	2016-07-29	16.1759
2832	1	2016-07-30	16.1759
2832	1	2016-07-31	16.1759
2832	1	2016-08-01	16.1759
2832	1	2016-08-02	16.1759
2832	1	2016-08-03	0.0000
2832	1	2016-08-04	0.0000
2832	1	2016-08-05	16.1759
2832	1	2016-08-06	15.4801
2832	1	2016-08-07	15.4801
2832	1	2016-08-08	15.4801
2832	1	2016-08-09	15.4801
2832	1	2016-08-10	0.0000
2832	1	2016-08-11	0.0000
2832	1	2016-08-12	15.4801
2832	1	2016-08-13	15.4801
2832	1	2016-08-14	15.4801
2832	1	2016-08-15	15.4801
2832	1	2016-08-16	15.4801
2832	1	2016-08-17	0.0000
2832	1	2016-08-18	0.0000
2832	1	2016-08-19	15.4801
2832	1	2016-08-20	15.4801
2832	1	2016-08-21	15.4801
2832	1	2016-08-22	15.4801
2832	1	2016-08-23	15.4801
2832	1	2016-08-24	0.0000
2832	1	2016-08-25	0.0000
2832	1	2016-08-26	15.4801
2832	1	2016-08-27	15.4801
2832	1	2016-08-28	15.4801
2832	1	2016-08-29	15.4801
2832	1	2016-08-30	15.4801
2832	1	2016-08-31	0.0000
2832	1	2016-09-01	0.0000
2832	1	2016-09-02	15.4801
2832	1	2016-09-03	15.4801
2832	1	2016-09-04	15.4801
2832	1	2016-09-05	15.4801
2832	1	2016-09-06	15.2189
2832	1	2016-09-07	0.0000
2832	1	2016-09-08	0.0000
2832	1	2016-09-09	15.2189
2832	1	2016-09-10	15.2189
2832	1	2016-09-11	15.2189
2832	1	2016-09-12	15.2189
2832	1	2016-09-13	15.2189
2832	1	2016-09-14	0.0000
2832	1	2016-09-15	0.0000
2832	1	2016-09-16	15.2189
2832	1	2016-09-17	15.2189
2832	1	2016-09-18	15.2189
2832	1	2016-09-19	15.2189
2832	1	2016-09-20	15.2189
2832	1	2016-09-21	0.0000
2832	1	2016-09-22	0.0000
2832	1	2016-09-23	15.2189
2832	1	2016-09-24	15.2189
2832	1	2016-09-25	15.2189
2832	1	2016-09-26	15.2189
2832	1	2016-09-27	15.2189
2832	1	2016-09-28	0.0000
2832	1	2016-09-29	0.0000
2832	1	2016-09-30	15.2189
2832	1	2016-10-01	15.2189
2832	1	2016-10-02	15.2189
2832	1	2016-10-03	15.2189
2832	1	2016-10-04	15.2189
2832	1	2016-10-05	0.0000
2832	1	2016-10-06	0.0000
2832	1	2016-10-07	13.4590
2832	1	2016-10-08	13.4590
2832	1	2016-10-09	13.4590
2832	1	2016-10-10	13.4590
2832	1	2016-10-11	13.4590
2832	1	2016-10-12	0.0000
2832	1	2016-10-13	0.0000
2832	1	2016-10-14	13.4590
2832	1	2016-10-15	13.4590
2832	1	2016-10-16	13.4590
2832	1	2016-10-17	13.4590
2832	1	2016-10-18	13.4590
2832	1	2016-10-19	0.0000
2832	1	2016-10-20	0.0000
2832	1	2016-10-21	13.4590
2832	1	2016-10-22	13.4590
2832	1	2016-10-23	13.4590
2832	1	2016-10-24	13.4590
2832	1	2016-10-25	13.4590
2832	1	2016-10-26	0.0000
2832	1	2016-10-27	0.0000
2832	1	2016-10-28	13.4590
2832	1	2016-10-29	13.4590
2832	1	2016-10-30	13.4590
2832	1	2016-10-31	13.4590
2832	1	2016-11-01	13.4590
2832	1	2016-11-02	0.0000
2832	1	2016-11-03	0.0000
2832	1	2016-11-04	13.4590
2832	1	2016-11-05	13.4590
2832	1	2016-11-06	11.6414
2832	1	2016-11-07	11.6414
2832	1	2016-11-08	11.6414
2832	1	2016-11-09	0.0000
2832	1	2016-11-10	0.0000
2832	1	2016-11-11	11.6414
2832	1	2016-11-12	11.6414
2832	1	2016-11-13	11.6414
2832	1	2016-11-14	11.6414
2832	1	2016-11-15	11.6414
2832	1	2016-11-16	0.0000
2832	1	2016-11-17	0.0000
2832	1	2016-11-18	11.6414
2832	1	2016-11-19	11.6414
2832	1	2016-11-20	11.6414
2832	1	2016-11-21	11.6414
2832	1	2016-11-22	11.6414
2832	1	2016-11-23	0.0000
2832	1	2016-11-24	0.0000
2832	1	2016-11-25	11.6414
2832	1	2016-11-26	11.6414
2832	1	2016-11-27	11.6414
2832	1	2016-11-28	11.6414
2832	1	2016-11-29	11.6414
2832	1	2016-11-30	0.0000
2832	1	2016-12-01	0.0000
2832	1	2016-12-02	11.6414
2832	1	2016-12-03	11.6414
2832	1	2016-12-04	11.6414
2832	1	2016-12-05	11.6414
2832	1	2016-12-06	13.6093
2832	1	2016-12-07	0.0000
2832	1	2016-12-08	0.0000
2832	1	2016-12-09	13.6093
2832	1	2016-12-10	13.6093
2832	1	2016-12-11	13.6093
2832	1	2016-12-12	13.6093
2832	1	2016-12-13	13.6093
2832	1	2016-12-14	0.0000
2832	1	2016-12-15	0.0000
2832	1	2016-12-16	13.6093
2832	1	2016-12-17	13.6093
2832	1	2016-12-18	13.6093
2832	1	2016-12-19	13.6093
2832	1	2016-12-20	13.6093
2832	1	2016-12-21	0.0000
2832	1	2016-12-22	0.0000
2832	1	2016-12-23	13.6093
2832	1	2016-12-24	13.6093
2832	1	2016-12-25	13.6093
2832	1	2016-12-26	13.6093
2832	1	2016-12-27	13.6093
2832	1	2016-12-28	0.0000
2832	1	2016-12-29	0.0000
2832	1	2016-12-30	13.6093
2832	1	2016-12-31	13.6093
2832	1	2017-01-01	13.6093
2832	1	2017-01-02	13.6093
2832	1	2017-01-03	13.6093
2832	1	2017-01-04	0.0000
2832	1	2017-01-05	0.0000
2832	1	2017-01-06	12.5471
2832	1	2017-01-07	12.5471
2832	1	2017-01-08	12.5471
2832	1	2017-01-09	12.5471
2832	1	2017-01-10	12.5471
2832	1	2017-01-11	0.0000
2832	1	2017-01-12	0.0000
2832	1	2017-01-13	12.5471
2832	1	2017-01-14	12.5471
2832	1	2017-01-15	12.5471
2832	1	2017-01-16	12.5471
2832	1	2017-01-17	12.5471
2832	1	2017-01-18	0.0000
2832	1	2017-01-19	0.0000
2832	1	2017-01-20	12.5471
2832	1	2017-01-21	12.5471
2832	1	2017-01-22	12.5471
2832	1	2017-01-23	12.5471
2832	1	2017-01-24	12.5471
2832	1	2017-01-25	0.0000
2832	1	2017-01-26	0.0000
2832	1	2017-01-27	12.5471
2832	1	2017-01-28	12.5471
2832	1	2017-01-29	12.5471
2832	1	2017-01-30	12.5471
2832	1	2017-01-31	12.5471
2832	1	2017-02-01	0.0000
2832	1	2017-02-02	0.0000
2832	1	2017-02-03	12.5471
2832	1	2017-02-04	12.5471
2832	1	2017-02-05	12.5471
2832	1	2017-02-06	14.6116
2832	1	2017-02-07	14.6116
2832	1	2017-02-08	0.0000
2832	1	2017-02-09	0.0000
2832	1	2017-02-10	14.6116
2832	1	2017-02-11	14.6116
2832	1	2017-02-12	14.6116
2832	1	2017-02-13	14.6116
2832	1	2017-02-14	14.6116
2832	1	2017-02-15	0.0000
2832	1	2017-02-16	0.0000
2832	1	2017-02-17	14.6116
2832	1	2017-02-18	14.6116
2832	1	2017-02-19	14.6116
2832	1	2017-02-20	14.6116
2832	1	2017-02-21	14.6116
2832	1	2017-02-22	0.0000
2832	1	2017-02-23	0.0000
2832	1	2017-02-24	14.6116
2832	1	2017-02-25	14.6116
2832	1	2017-02-26	14.6116
2832	1	2017-02-27	14.6116
2832	1	2017-02-28	14.6116
2832	1	2017-03-01	0.0000
2832	1	2017-03-02	0.0000
2832	1	2017-03-03	14.6116
2832	1	2017-03-04	14.6116
2832	1	2017-03-05	14.6116
6119	1	2016-02-07	169.3940
6119	1	2016-02-08	169.3940
6119	1	2016-02-09	169.3940
6119	1	2016-02-10	0.0000
6119	1	2016-02-11	0.0000
6119	1	2016-02-12	169.3940
6119	1	2016-02-13	169.3940
6119	1	2016-02-14	169.3940
6119	1	2016-02-15	169.3940
6119	1	2016-02-16	169.3940
6119	1	2016-02-17	0.0000
6119	1	2016-02-18	0.0000
6119	1	2016-02-19	169.3940
6119	1	2016-02-20	169.3940
6119	1	2016-02-21	169.3940
6119	1	2016-02-22	169.3940
6119	1	2016-02-23	169.3940
6119	1	2016-02-24	0.0000
6119	1	2016-02-25	0.0000
6119	1	2016-02-26	169.3940
6119	1	2016-02-27	169.3940
6119	1	2016-02-28	169.3940
6119	1	2016-02-29	169.3940
6119	1	2016-03-01	169.3940
6119	1	2016-03-02	0.0000
6119	1	2016-03-03	0.0000
6119	1	2016-03-04	169.3940
6119	1	2016-03-05	169.3940
6119	1	2016-03-06	151.8574
6119	1	2016-03-07	151.8574
